,name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade,popularity,combined_difficulty,difficulty_sport_trad,number_near_grades,diff_nearby_grades,safety_numerical,commitment_numerical,aid_numerical
1496,The Guerin Problem,1.5,2,V4,['Boulder'],15.0,1,,,California,Camp 4 Boulders,0,0,['V3'],,1.7649512148459905,6,,1,1.0,,1,
1497,Problem A'',1.0,4,V0-,['Boulder'],10.0,1,,,California,Ravine,1,0,"['V0', 'V0-', 'V-easy', 'V0-', 'V0', 'V1+', 'V0', 'V2', 'V0-', 'V-easy', 'V-easy', 'V0-', 'V1', 'V0-', 'V0', 'V-easy', 'V-easy', 'V2', 'V0', 'V1', 'V0-', 'V2', 'V0', 'V-easy', 'V0-']",,1.2589707289075944,2,,25,0.1200000000000001,,1,
1500,Digitations,1.0,1,V2,['Boulder'],12.0,1,,,California,Outback Bouldering,0,0,"['V2', 'V1']",,1.6474268222689858,4,,2,0.5,,1,
1502,Not So High,1.0,2,V-easy,['Boulder'],18.0,1,,,California,Varnished Wall…,1,0,['V-easy'],,1.4316178815126572,1,,1,0.0,,1,
1506,The Chipped Bulge,1.4,5,V1,['Boulder'],12.0,1,,,California,Ryan Campground…,1,1,[],,1.5491422740896619,3,,0,,,1,
1510,"1/2 Sweet, Less Ice",0.0,1,V0+,['Boulder'],10.0,1,,,Nevada,Red Spring Boul…,1,0,"['V1-2', 'V5-6', 'V0', 'V2-3', 'V0', 'V2', 'V0', 'V2-3', 'V0+', 'V0+']",,1.1474268222689858,2,,10,1.2000000000000002,,1,
1515,Friction Face 1,2.0,1,V1,['Boulder'],25.0,1,PG13,,California,Swan Slab Boulders,0,0,"['V0-', 'V4', 'V0-', 'V4', 'V0-', 'V0-', 'V2', 'V0-', 'V2', 'V4', 'V1', 'V2', 'V5', 'V0-', 'V3', 'V3', 'V0', 'V3', 'V-easy', 'V0-', 'V2', 'V0-', 'V8', '5.7', 'V4', 'V2', 'V6', 'V3']",,2.1474268222689856,3,,28,1.0357142857142856,1.0,1,
1519,Beetle Juice,1.5,2,V1,['Boulder'],10.0,1,,,Nevada,Willow Springs…,0,0,"['V2', 'V3', 'V3', 'V1', 'V0', 'V1', 'V0', 'V1', 'V3', 'V1']",,1.7649512148459905,3,,10,0.5,,1,
1520,Burnt Weenie Sandwich,2.0,1,V4,['Boulder'],20.0,1,,,California,Jimmy Cliff Area,1,0,"['V2', 'V4']",,2.1474268222689856,6,,2,1.0,,1,
1531,Problem 10.1,1.0,2,V1,['Boulder'],10.0,1,,,California,Mammoth Lakes…,0,0,"['V2', 'V2', 'V-easy', 'V-easy', 'V0-', 'V0', 'V4', 'V1+', 'V0', 'V1', 'V-easy', 'V-easy', 'V0+', 'V1', 'V-easy', 'V-easy', 'V0+', 'V2', 'V1+', 'V1', 'V0', 'V-easy', 'V1+', 'V3', 'V2', 'V4', 'V1', 'V0-', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V0-', 'V0', 'V0', 'V0-', 'V-easy', 'V-easy', 'V-easy']",,1.4316178815126572,3,,43,0.7674418604651163,,1,
1533,Left Face Traverse,2.5,2,V2-3,['Boulder'],12.0,1,,,Nevada,W Cluster,3,0,"['V2', 'V0', 'V1']",,2.431617881512657,4,,3,1.0,,1,
1535,Under the Garden Angel Left,2.3,3,V1,['Boulder'],10.0,1,,,California,Hall of Horrors…,0,0,"['V-easy', 'V-easy']",,2.298713411134493,3,,2,2.0,,1,
1538,Snake Charmer,2.0,1,V0,['Boulder'],20.0,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",,2.1474268222689856,2,,21,2.571428571428571,,1,
1540,Capuchon,2.0,3,V0,['Boulder'],12.0,1,,,California,Cap Rock Boulde…,0,0,"['V-easy', 'V-easy', 'V3', 'V-easy', 'V-easy', 'V0-1', 'V0', 'V2', 'V0']",,2.073713411134493,2,,9,0.11111111111111116,,1,
1542,Fire Dance,1.2,6,V-easy,['Boulder'],12.0,1,,,California,Indian Cove CG,1,0,"['V2', 'V3', 'V-easy', 'V3+', 'V-easy', 'V0-', 'V-easy']",,1.3564076635054243,1,,7,1.7142857142857144,,1,
1546,Squirrel Nut Zippers,1.3,3,V-easy,['Boulder'],10.0,1,,,California,Echo Rock Boulders,1,0,"['V-easy', 'V-easy', 'V-easy', 'V-easy']",,1.548713411134493,1,,4,0.0,,1,
1548,Strength of Steel,2.5,6,V2,['Boulder'],15.0,1,,,California,Varnished Wall…,4,0,"['V1', 'V1', 'V0', 'V1']",,2.4706933777911386,4,,4,1.25,,1,
1554,West Face - Central Crack,1.5,2,V0,['Boulder'],15.0,1,,,Nevada,Black Velvet Ca…,1,0,"['V3-', 'V2+', 'V2', 'V3', 'V-easy', 'V0+', 'V0', 'V0+', 'V1', 'V1+', 'V0-1']",,1.7649512148459905,2,,11,1.0,,1,
1556,The Church of the Lost and Found (Right),3.6,38,V1,['Boulder'],10.0,1,,,California,Catacombs,7,0,"['V3', 'V2', 'V0']",,3.566534708834307,3,,3,0.6666666666666665,,1,
1558,Fish,1.9,14,V-easy,['Boulder'],15.0,1,,,California,King Dome Area,2,1,"['V0-', 'V-easy', 'V1', 'V-easy', 'V2', 'V0']",,1.9263235763025313,1,,6,1.1666666666666665,,1,
1559,Gambit,1.3,12,V1+,['Boulder'],12.0,1,,,California,Manx Boulders,2,0,"['V2', 'V2', 'V-easy', 'V0-', 'V1', 'V2']",,1.376527203425998,3,,6,0.0,,1,
1562,Skimbles,2.3,14,V6,['Boulder'],15.0,1,,,California,Indian Cove CG,2,4,"['V3', 'V3', 'V1', 'V1', 'V-easy', 'V0-', 'V-easy', 'V0-', 'V0', 'V-easy']",,2.2996569096358646,8,,10,5.5,,1,
1563,Elbow Grease,1.9,7,V1,['Boulder'],15.0,1,,,California,AFPA Rock Area,3,1,"['V4', 'V4', 'V0-', 'V-easy', 'V1', 'V1+', 'V1', 'V-easy', 'V5']",,1.9493567055672463,3,,9,0.5555555555555554,,1,
1565,Bowler,1.0,3,V-easy,['Boulder'],12.0,1,,,California,Cap Rock Boulde…,1,0,"['V0', 'V-easy', 'V3', 'V-easy', 'V-easy', 'V0-1', 'V0', 'V2', 'V0']",,1.3237134111344928,1,,9,1.2222222222222223,,1,
1566,"Walk, Don't Run (aka The Bouldering Arch)",3.7,3,V0,['Boulder'],35.0,1,,,California,m. The Owl Area,2,0,"['5.10d', '5.12a', '5.9', '5.12a', '5.10a', '5.11+', '5.9']",,3.348713411134493,2,,7,1.7142857142857144,,1,
1570,Cocaine Biceps,2.4,9,V4-5,['Boulder'],10.0,1,,,Nevada,W Cluster,1,3,"['V1', 'V3-4', 'V1+', 'V3', 'V3', 'V5-']",,2.3894853644537974,6,,6,1.333333333333333,,1,
1571,Hermit,1.0,1,V-easy,['Boulder'],10.0,1,,,California,Central - Maxim…,1,0,"['V0+', 'V-easy', 'V1']",,1.6474268222689858,1,,3,1.0,,1,
1572,Spleef,1.0,2,V5,['Boulder'],10.0,1,,,California,Jimmy Cliff Area,1,1,"['V-easy', 'V1', 'V-easy', 'V2', 'V0-']",,1.4316178815126572,7,,5,4.8,,1,
1575,Blurb,1.6,11,V-easy,['Boulder'],15.0,1,,,California,King Dome Area,2,1,"['V0-', 'V-easy', 'V1', 'V-easy', 'V2', 'V0']",,1.6579044703781645,1,,6,1.1666666666666665,,1,
1577,Elegant Melon (aka Coke Machine),1.5,2,V3,['Boulder'],10.0,1,,,California,Semi-Precious B…,0,0,[],,1.7649512148459905,5,,0,,,1,
1581,Street Zen,2.0,1,V0+,['Boulder'],9.0,1,,,California,Trashcan Rock Area,1,0,[],,2.1474268222689856,2,,0,,,1,
1585,Sloperfest,1.0,3,V1,['Boulder'],15.0,1,,,California,HVCG West,1,0,[],,1.3237134111344928,3,,0,,,1,
1586,Unnamed,2.0,2,V3,['Boulder'],12.0,1,,,California,Housekeeping,1,0,"['V8', 'V0', 'V0', 'V0']",,2.0982845481793237,5,,4,1.0,,1,
1591,The Beekeeper,3.8,13,V6,['Boulder'],40.0,1,R,,California,Pollen Grains /…,9,5,"['V5', 'V4', 'V4-', 'V10', 'V7']",,3.6924895460384266,8,,5,0.0,2.0,1,
1592,Gigantopithecus,2.3,3,V7,['Boulder'],15.0,1,,,California,Sasquatch Patch,1,0,"['V2', 'V0']",,2.298713411134493,9,,2,6.0,,1,
1595,Monkey Bar,3.5,472,V2,['Boulder'],20.0,1,,,Nevada,Kraft Boulders,11,3,"['V2-3', 'V6', 'V2-3', 'V2', 'V1', 'V5', 'V0', 'V0', 'V2', 'V8', 'V9', 'V6', 'V1', 'V3', 'V5', 'V9', 'V2', 'V12', 'V2']",,3.4974521218700594,4,,19,2.052631578947368,,1,
1602,Moonglow,1.0,2,V-easy,['Boulder'],12.0,1,,,California,Real Hidden Val…,1,0,"['V0+', 'V-easy', 'V0-', 'V-easy', 'V2', 'V-easy', 'V-easy']",,1.4316178815126572,1,,7,0.7142857142857142,,1,
1607,Crack,2.0,1,V1,['Boulder'],10.0,1,,,Nevada,Gateway Canyon…,0,0,"['V3', 'V5-6', 'V6', 'V1', 'V2+', 'V4']",,2.1474268222689856,3,,6,2.5,,1,
1609,Chollahoy,1.0,3,V3,['Boulder'],16.0,1,,,California,Outback Bouldering,1,1,"['V4', 'V0-', 'V3']",,1.3237134111344928,5,,3,0.666666666666667,,1,
1610,Backscratcher,1.6,5,V0-,['Boulder'],10.0,1,,,California,Echo Rock Boulders,0,0,['V3'],,1.7158089407563288,2,,1,3.0,,1,
1611,Problem 06,1.7,3,V0,['Boulder'],16.0,1,,,California,Mammoth Lakes…,2,0,"['V2', 'V2', 'V-easy', 'V-easy', 'V0-', 'V1', 'V4', 'V1+', 'V0', 'V1', 'V-easy', 'V-easy', 'V0+', 'V1', 'V-easy', 'V-easy', 'V0+', 'V2', 'V1+', 'V1', 'V0', 'V-easy', 'V1+', 'V3', 'V2', 'V4', 'V1', 'V0-', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V0-', 'V0', 'V0', 'V0-', 'V-easy', 'V-easy', 'V-easy']",,1.8487134111344927,2,,43,0.2558139534883721,,1,
1615,Blip,1.0,1,V-easy,['Boulder'],15.0,1,,,California,Embryo Area,0,1,"['V0-', 'V1', 'V-easy', 'V4', 'V1']",,1.6474268222689858,1,,5,2.0,,1,
1617,Checkerboard,3.9,58,V8-,['Boulder'],20.0,1,,,California,Checkerboard Area,10,12,"['V5', 'V8', 'V9', 'V10']",,3.8727941295684403,10,,4,0.0,,1,
1620,Problem K,1.0,3,V0+,['Boulder'],12.0,1,,,California,Horseshoe Lake,1,0,"['V0-', 'V0-', 'V0-', 'V0', 'V0', 'V2', 'V2', 'V1', 'V4+', 'V3', 'V3', 'V1', 'V-easy', 'V2', 'V2', 'V2+', 'V1', 'V1+', 'V1']",,1.3237134111344928,2,,19,1.263157894736842,,1,
1621,Main Boulder Arete,4.0,2,V4-5,['Boulder'],25.0,1,,,California,Mammoth Lakes…,1,0,"['V1-2', 'V1+', 'V3-']",,3.431617881512657,6,,3,2.3333333333333335,,1,
1623,Big Bud,2.0,1,V0,['Boulder'],24.0,1,R,,California,Lost Horse Boul…,1,0,[],,2.1474268222689856,2,,0,,2.0,1,
1625,Belly Button,2.0,1,V4,['Boulder'],20.0,1,,,California,Deadman II,0,0,"['V3', 'V0-']",,2.1474268222689856,6,,2,2.5,,1,
1628,Dino Unknown,2.0,2,V2,['Boulder'],20.0,1,,,California,Quail Springs B…,1,0,"['V4', 'V2-3', 'V2', 'V4', 'V2', 'V3', 'V0-1', 'V0', 'V1', 'V3', 'V5', 'V2', 'V4', 'V3', 'V4', 'V2', 'V0', 'V4', 'V3', 'V4', 'V0']",,2.0982845481793237,4,,21,0.4761904761904763,,1,
1634,All out,1.0,2,V-easy,['Boulder'],10.0,1,,,California,Alcove Area,1,0,['V-easy'],,1.4316178815126572,1,,1,0.0,,1,
1639,Bucks,3.0,1,V2-3,['Boulder'],14.0,1,,,Nevada,Willow Springs…,0,0,"['V0', 'V0-1', 'V1-2', 'V0-1']",,2.6474268222689856,4,,4,1.75,,1,
1640,Layaway,1.0,1,V0,['Boulder'],20.0,1,PG13,,California,Central - Maxim…,1,0,"['V5', 'V3+', 'V0+', 'V1', 'V0', 'V1']",,1.6474268222689858,2,,6,1.6666666666666665,1.0,1,
1644,The Purist,3.0,1,V3,['Boulder'],15.0,1,,,Nevada,Red Spring Boul…,3,0,[],,2.6474268222689856,5,,0,,,1,
1646,East Face Left,1.0,3,V-easy,['Boulder'],20.0,1,,,California,Rattlesnake Canyon,2,0,"['V-easy', 'V-easy']",,1.3237134111344928,1,,2,0.0,,1,
1647,Problem 30,1.5,2,V0,['Boulder'],15.0,1,,,California,Mammoth Lakes…,3,0,"['V2', 'V2', 'V-easy', 'V-easy', 'V0-', 'V1', 'V4', 'V1+', 'V0', 'V1', 'V-easy', 'V-easy', 'V0+', 'V1', 'V-easy', 'V-easy', 'V0+', 'V2', 'V1+', 'V1', 'V0', 'V-easy', 'V1+', 'V3', 'V2', 'V4', 'V1', 'V0-', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V0-', 'V0', 'V0', 'V0-', 'V-easy', 'V-easy', 'V-easy']",,1.7649512148459905,2,,43,0.2558139534883721,,1,
1648,Northwest Face,1.6,5,V1,['Boulder'],19.0,1,,,California,Echo Rock Boulders,1,1,"['V-easy', 'V3+', 'V0']",,1.7158089407563288,3,,3,0.3333333333333335,,1,
1655,Easy Sailing,1.0,2,V-easy,['Boulder'],15.0,1,,,California,Jimmy Cliff Area,0,0,"['V1', 'V0', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V3']",,1.4316178815126572,1,,8,1.125,,1,
1656,Meadows Direct,3.3,39,V6,['Boulder'],15.0,1,,,California,Hall of Horrors…,6,5,"['V2', 'V2', 'V5', 'V6', 'V4', 'V6', 'V4', 'V4', 'V3', 'V3', 'V2-3', 'V0', 'V1']",,3.274871341113449,8,,13,2.769230769230769,,1,
1659,Pocket Rocket,2.0,3,V4,['Boulder'],15.0,1,,,California,S - Pocket Rock…,6,0,"['V0', 'V5', 'V1', 'V1+', 'V6', 'V1']",,2.073713411134493,6,,6,1.666666666666667,,1,
1661,Yacumama,1.0,1,V-easy,['Boulder'],20.0,1,PG13,,California,Little Bighorn…,1,2,"['V1', 'V0-']",,1.6474268222689858,1,,2,1.5,1.0,1,
1662,The Rapture,3.0,1,V9,['Boulder'],14.0,1,,,California,Sherwin Secrets,1,0,"['V6', 'V6', 'V5']",,2.6474268222689856,11,,3,3.333333333333333,,1,
1668,End of the Day,1.0,1,V1,['Boulder'],10.0,1,,,California,Stonehenge Boul…,0,0,[],,1.6474268222689858,3,,0,,,1,
1669,Cocoa Butter Kisses,2.0,2,V4+,['Boulder'],20.0,1,,,Nevada,Windy Canyon Bo…,1,1,"['V0', 'V2']",,2.0982845481793237,6,,2,3.0,,1,
1673,Harzie,2.0,4,V3,['Boulder'],10.0,1,,,California,Indian Cove CG,1,0,"['V3', 'V1', 'V1', 'V-easy', 'V0-', 'V-easy', 'V6', 'V0-', 'V0', 'V-easy']",,2.0589707289075942,5,,10,2.2,,1,
1678,Donini Problem,3.3,6,V0+,['Boulder'],20.0,1,R,,California,Camp 4 Boulders,1,0,"['V0-', 'V12', 'V4', 'V2', 'V0-']",,3.156407663505424,2,,5,3.5999999999999996,2.0,1,
1681,Prefunk,1.8,73,V0,['Boulder'],10.0,1,,,Nevada,Kraft Boulders,1,0,"['V5', 'V1', 'V3', 'V5', 'V5', 'V1-2', 'V0', 'V0', 'V-easy', 'V1', 'V5']",,1.8066872114126753,2,,11,2.2727272727272725,,1,
1686,Donkey Punch - Right,1.5,10,V5,['Boulder'],12.0,1,,,Nevada,Kraft Boulders,1,0,"['V0', 'V1', 'V3', 'V5', 'V5', 'V1-2', 'V0', 'V0', 'V-easy', 'V1', 'V5']",,1.5722594222307247,7,,11,3.1818181818181817,,1,
1688,Campground Arete,3.8,6,V9,['Boulder'],20.0,1,,,California,Rock Creek Boul…,3,1,"['V3', 'V6', 'V6', 'V10', 'V0', 'V0-', 'V4', 'V10', 'V7', 'V4']",,3.5849790920768525,11,,10,4.0,,1,
1689,Poison Control,1.5,4,V9,['Boulder'],15.0,1,,,Nevada,W Cluster,2,2,"['V1', 'V3', 'V8-9', 'V6']",,1.6589707289075946,11,,4,4.5,,1,
1690,Crimp Ladder,3.7,18,V7,['Boulder'],12.0,1,,,California,Crimp Ladder Area,4,5,"['V8', 'V2', 'V3']",,3.6260449286598933,9,,3,2.666666666666667,,1,
1694,Renegade Sit,2.5,2,V3-4,['Boulder'],20.0,1,,,California,Stonehenge Boul…,1,0,"['V-easy', 'V-easy', 'V0', 'V0']",,2.431617881512657,5,,4,3.5,,1,
1695,Schneider's Roof,3.0,1,V4,['Boulder'],35.0,1,,,California,Fault Line,1,0,[],,2.6474268222689856,6,,0,,,1,
1699,[Redacted],2.0,2,V3,['Boulder'],12.0,1,,,California,Central - Maxim…,0,0,"['V2', 'V2+', 'V3']",,2.0982845481793237,5,,3,0.666666666666667,,1,
1702,Multi Grain,1.5,8,V0,['Boulder'],15.0,1,,,California,Stonehenge Boul…,3,0,"['V8', 'V2', 'V0', 'V6', 'V2', 'V0-']",,1.58831707161533,2,,6,3.0,,1,
1707,Salty C,1.4,5,V0,['Boulder'],12.0,1,,,California,Central - Maxim…,2,0,"['V0+', 'V1']",,1.5491422740896619,2,,2,0.5,,1,
1708,Sprinting Jew,1.0,2,V0-,['Boulder'],12.0,1,,,California,Turtle Rock Cir…,1,0,"['V0+', 'V1-2']",,1.4316178815126572,2,,2,0.5,,1,
1711,Rip it Up,1.0,2,V-easy,['Boulder'],14.0,1,,,California,Love Nest Area,1,0,"['V0', 'V-easy', 'V4']",,1.4316178815126572,1,,3,2.0,,1,
1712,Facet Cut,2.0,1,V4,['Boulder'],15.0,1,,,California,Ryan Campground…,1,1,"['V1', 'V0', 'V6', 'V0-', 'V-easy']",,2.1474268222689856,6,,5,2.8,,1,
1713,Yabba Dabba Don't,2.9,120,V3,['Boulder'],15.0,1,,,California,Outback Bouldering,7,9,[],,2.8949987904507273,5,,0,,,1,
1714,Planet Plush,1.8,4,V0,['Boulder'],15.0,1,,,California,Dreamers,3,0,"['V6', 'V3', 'V5', 'V3-', 'V3', 'V1', 'V1', 'V0', 'V0', 'V4', 'V4', 'V0']",,1.8989707289075946,2,,12,2.5,,1,
1716,Kinematics,1.0,1,V0-,['Boulder'],5.0,1,,,California,Black Rock Cany…,0,0,"['V0+', 'V-easy', 'V0', 'V-easy']",,1.6474268222689858,2,,4,0.5,,1,
1723,Lidija's Mouth,3.4,98,V3,['Boulder'],12.0,1,,,California,Pollen Grains /…,11,5,"['V6', 'V5', 'V2', 'V6', 'V0', 'V6-7', 'V5', 'V2']",,3.3888369055003835,5,,8,1.0,,1,
1732,How's Your Granny?,2.6,5,V5,['Boulder'],12.0,1,,,California,Outback Bouldering,0,1,"['V4', 'V4', 'V3', 'V0', 'V6']",,2.5491422740896623,7,,5,1.5999999999999996,,1,
1739,Pioneer,1.6,14,V-easy,['Boulder'],15.0,1,,,California,Asteroid Boulde…,1,0,"['V2', 'V-easy', 'V7', 'V-easy', 'V3', 'V4', 'V-easy', 'V0', 'V2', 'V2']",,1.6463235763025315,1,,10,2.7,,1,
1741,Off the Couch,2.1,10,V6,['Boulder'],17.0,1,,,California,Rock Creek Boul…,0,4,"['V3', 'V9', 'V6', 'V10', 'V0', 'V0-', 'V4', 'V10', 'V7', 'V4']",,2.1177139676852703,8,,10,0.7000000000000002,,1,
1744,Put Your Beer Down Traverse,3.0,1,V3-4,['Boulder'],15.0,1,,,Nevada,Kraft Boulders,0,0,"['V1', 'V2-', 'V2+', 'V1']",,2.6474268222689856,5,,4,1.5,,1,
1752,Caveman Finish,2.5,18,V3,['Boulder'],12.0,1,,,California,HVCG West,0,1,"['V1-', 'V7-', 'V10', 'V3']",,2.4892028233967354,5,,4,2.25,,1,
1755,Tweaky Arete,1.0,1,V2,['Boulder'],10.0,1,,,California,Middle Meadow,1,0,"['V0', 'V2', 'V0']",,1.6474268222689858,4,,3,1.3333333333333335,,1,
1759,F-Squared,0.5,2,V0-,['Boulder'],15.0,1,,,California,Central - Maxim…,2,0,"['V5+', 'V0+', 'V3', 'V3+', 'V5+']",,1.0982845481793237,2,,5,3.2,,1,
1760,Mr Moore,2.3,3,V4,['Boulder'],12.0,1,,,California,Rd Boulder Area,1,0,"['V2', 'V3', 'V0', 'V2+', 'V1', 'V0', 'V6']",,2.298713411134493,6,,7,2.0,,1,
1762,Lumpy,1.3,16,V-easy,['Boulder'],15.0,1,,,California,Chocolate Boulders,2,0,"['V0+', 'V4', 'V2']",,1.3585208026198807,1,,3,3.0,,1,
1765,Shocked Quartz,2.0,2,V0,['Boulder'],12.0,1,,,California,HVCG North,2,0,[],,2.0982845481793237,2,,0,,,1,
1770,The Wave of Hope,3.0,2,V4,['Boulder'],16.0,1,PG13,,California,N - Goldenrod Area,3,1,"['V0', 'V5', 'V5-6', 'V3']",,2.7649512148459907,6,,4,0.75,1.0,1,
1776,Meat Substitute,2.8,15,V2,['Boulder'],15.0,1,,,California,Manx Boulders,4,7,"['V1+', 'V2', 'V-easy', 'V0-', 'V1', 'V2']",,2.7684283527836233,4,,6,1.1666666666666665,,1,
1778,Flint Lock,3.0,1,V1,['Boulder'],13.0,1,,,Nevada,Calico Basin Bo…,0,0,['V4-5'],,2.6474268222689856,3,,1,3.0,,1,
1779,Problem M,1.8,4,V2,['Boulder'],10.0,1,,,California,Horseshoe Lake,1,0,"['V0-', 'V0-', 'V0-', 'V0', 'V0', 'V2', 'V1', 'V4+', 'V3', 'V3', 'V1', 'V0+', 'V-easy', 'V2', 'V2', 'V2+', 'V1', 'V1+', 'V1']",,1.8989707289075946,4,,19,0.8421052631578947,,1,
1780,Classic Curl,2.8,19,V1-,['Boulder'],20.0,1,,,California,Turtle Rock Cir…,3,0,['V2-3'],,2.7747426822268983,3,,1,1.0,,1,
1784,Fin Face,1.9,68,V0+,['Boulder'],12.0,1,,,Nevada,Kraft Boulders,2,0,"['V0', 'V1-2', 'V0+', 'V2', 'V0-', 'V-easy', 'V3', 'V0', 'V0-1', 'V0+', 'V0', 'V0', 'V1', 'V-easy', 'V1-', 'V-easy', 'V-easy']",,1.9057225165875067,2,,17,0.23529411764705888,,1,
1786,Block Right,1.0,1,V0-,['Boulder'],8.0,1,,,California,Campfire Boulders,0,0,['V0+'],,1.6474268222689858,2,,1,0.0,,1,
1789,Monkey Crack,2.4,126,V1,['Boulder'],20.0,1,,,Nevada,Kraft Boulders,3,0,"['V2', 'V2-3', 'V6', 'V2-3', 'V2', 'V5', 'V0', 'V0', 'V2', 'V8', 'V9', 'V6', 'V1', 'V3', 'V5', 'V9', 'V2', 'V12', 'V2']",,2.3991720759412436,3,,19,3.105263157894737,,1,
1792,Tilt-O-Meter Left,2.2,29,V1,['Boulder'],10.0,1,,,California,Outback Bouldering,0,0,"['V2', 'V4', 'V1', 'V1+', 'V1']",,2.203161788151266,3,,5,0.7999999999999998,,1,
1793,Crack a No No,2.0,1,V1,['Boulder'],15.0,1,,,California,Barker Dam Boul…,2,0,[],,2.1474268222689856,3,,0,,,1,
1798,Mulligan Line,2.0,1,V4,['Boulder'],16.0,1,,,California,Outer Rim,0,0,"['V-easy', 'V0', 'V-easy', 'V-easy', 'V1+', 'V3', 'V5', 'V4', 'V0-']",,2.1474268222689856,6,,9,2.888888888888889,,1,
1800,Cornpone,1.5,11,V0+,['Boulder'],15.0,1,,,California,Fry Boulders,2,0,"['V2', 'V3', 'V-easy', 'V3']",,1.5662378037114977,2,,4,1.75,,1,
1803,Locker's Chimney,2.1,12,V-easy,['Boulder'],15.0,1,,,California,Trashcan Rock Area,2,0,"['V-easy', 'V-easy', 'V-easy', 'V1', 'V0+', 'V3', 'V0', 'V1']",,2.1149887418875366,1,,8,1.25,,1,
1808,Gentle Leader,1.0,1,V-easy,['Boulder'],12.0,1,,,California,Horseshoe Lake,1,0,"['V2', 'V3', 'V2', 'V1', 'V-easy', 'V2-', 'V1']",,1.6474268222689858,1,,7,2.4285714285714284,,1,
1811,West Face Right,1.0,3,V0-,['Boulder'],12.0,1,,,California,Group Campsites Rd,1,0,"['V-easy', 'V-easy', 'V0', 'V-easy', 'V-easy']",,1.3237134111344928,2,,5,0.8,,1,
1813,Monkey On My Back,2.0,4,V0-,['Boulder'],15.0,1,,,California,Catacombs,1,0,"['V3', 'V3', 'V5', 'V2', 'V0', 'V0']",,2.0589707289075942,2,,6,2.166666666666667,,1,
1815,Two Stroke,2.1,15,V3,['Boulder'],12.0,1,,,California,JBMF Boulders,1,1,"['V1', 'V2', 'V-easy', 'V5', 'V3', 'V0-1', 'V0-', 'V3', 'V3']",,2.1121783527836233,5,,9,1.2222222222222223,,1,
1817,Candy Corns,2.3,3,V3,['Boulder'],12.0,1,,,California,Talladega Night…,1,0,"['V1', 'V0']",,2.298713411134493,5,,2,2.5,,1,
1818,Unknown V4,2.0,1,V4,['Boulder'],10.0,1,,,California,Lost Horse Boul…,1,0,"['V-easy', 'V0+', 'V-easy']",,2.1474268222689856,6,,3,4.666666666666667,,1,
1819,Rhythm Stick,1.3,6,V0,['Boulder'],12.0,1,PG13,,California,Dreamers,1,0,"['V0', 'V0-', 'V0', 'V0', 'V0-', 'V0', 'V0-']",,1.4421219492197102,2,,7,0.0,1.0,1,
1826,Downsizer,1.0,1,V0+,['Boulder'],10.0,1,,,California,Echo Cove Bould…,0,0,"['V0-', 'V2', 'V0+', 'V1', 'V2', 'V-easy']",,1.6474268222689858,2,,6,0.6666666666666665,,1,
1827,Turnbuckle Slab,1.8,16,V-easy,['Boulder'],12.0,1,,,California,Turtle Rock Cir…,0,1,"['V1+', 'V-easy', 'V2-3', 'V-easy']",,1.8291090379139983,1,,4,1.25,,1,
1831,Lonely,3.0,1,V2,['Boulder'],12.0,1,,,California,Sherwin Secrets,0,0,"['V3', 'V6', 'V4']",,2.6474268222689856,4,,3,2.333333333333333,,1,
1832,Ahwahnee Arete,3.8,16,V4,['Boulder'],22.0,1,,,California,Ahwahnee Boulders,1,1,['V9'],,3.7114619790904686,6,,1,5.0,,1,
1835,Spike,2.4,5,V2,['Boulder'],12.0,1,,,California,Warm Up Ridge,1,1,"['V-easy', 'V-easy', 'V-easy', 'V-easy', 'V0', 'V1', 'V0-', 'V0', 'V-easy', 'V2']",,2.3824756074229954,4,,10,2.2,,1,
1836,Soft Pretzel,1.3,3,V2,['Boulder'],12.0,1,,,California,Real Hidden Val…,1,2,['V0+'],,1.548713411134493,4,,1,2.0,,1,
1838,Amber's The World,2.0,1,V5+,['Boulder'],15.0,1,,,California,Central - Maxim…,1,0,"['V0-', 'V0+', 'V3', 'V3+', 'V5+']",,2.1474268222689856,7,,5,2.8,,1,
1840,The Lookout Tower,4.0,2,V4,['Boulder'],25.0,1,,,California,Ahwahnee Boulders,1,0,[],,3.431617881512657,6,,0,,,1,
1842,Mr. Baby,2.0,1,V0,['Boulder'],10.0,1,,,Nevada,Red Spring Boul…,2,0,"['V0+', 'V1-2', 'V5-6', 'V2-3', 'V0', 'V2', 'V0', 'V2-3', 'V0+', 'V0+']",,2.1474268222689856,2,,10,1.2000000000000002,,1,
