name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade
Horns of Jericho (Direct Start),2.0,1,5.5,"['Trad', 'Aid']",300,3,,,California,Glacier Point A…,3,0,"['5.7', '5.8', '5.12a']",A3-
East Buttress,3.6,699,5.10c,"['Trad', 'Aid']",1100,11,,IV,California,Cathedral Area,50,65,"['5.11b/c', '5.12c', '5.10a', '5.10a', '5.9', '5.11b', '5.9', '5.8+', '5.10b', '5.10c', '5.11a', '5.10b', '5.10b', '5.13b', '5.12c', '5.8', '5.10b', '5.10c', '5.10d', '5.9', '5.10b', '5.10b', '5.11c/d', '5.10b', '5.10a', '5.10a', '5.8', '5.10a', '5.7', '5.10b', '5.9', '5.11d', '5.10c', '5.11', '5.9', '5.9', '5.11a', '5.10b', '5.8', '5.10c', '5.10b', '5.11a/b', '5.9', '5.10a', '5.9', '5.11c/d', '5.10c', '5.10a/b', '5.10d']",A0
Generation Gap,3.0,1,5.9,"['Trad', 'Aid']",1200,11,,V,California,Cathedral Area,9,0,"['5.10', '5.10', '5.8+', '5.12b', '5.9', '5.12-', '5.11a/b', '5.9+', '5.11d', '5.11a', '5.8', '5.8', '5.10-', '5.8']",A2+
Renaissance Wall,3.0,1,5.8,"['Trad', 'Aid']",1000,12,,,California,Cathedral Area,0,0,"['5.9', '5.10', '5.10', '5.8+', '5.12b', '5.9', '5.12-', '5.11a/b', '5.9+', '5.11d', '5.11a', '5.8', '5.10-', '5.8']",A3
Hail To The Chief,3.0,1,5.9,"['Trad', 'Aid']",1000,10,R,V,California,Cathedral Area,5,2,"['5.11', '5.9', '5.9', '5.9', '5.10d']",A3
Northwest Face,2.0,1,5.8,"['Trad', 'Aid']",1200,11,PG13,IV,California,Cathedral Area,1,6,"['5.10a', '5.9', '5.10', '5.13-']",A3+
The Groom's Variation,3.0,1,5.10d,"['Trad', 'Aid']",800,10,,III,California,Lower Cathedral…,1,2,"['5.10c', '5.9', '5.11c', '5.10c', '5.10a', '5.10b', '5.10c', '5.8', '5.10b', '5.11a', '5.7', '5.11c', '5.11d', '5.10d', '5.12b', '5.11', '5.10c', '5.11a']",A0
North Face (Pegasus 5.12),2.5,6,5.7,"['Trad', 'Aid']",1200,14,,V,California,Valley S Side,1,2,[],A1
Workers Revolt,2.0,1,5.7,['Aid'],1600,10,,VI,California,Valley S Side,1,0,[],
Livin the Dream,4.0,1,5.7,"['Trad', 'Aid']",2000,14,,VI,California,Valley S Side,1,0,[],
Oh No,2.0,1,5.10b,"['Trad', 'Aid']",400,4,,II,California,Valley S Side,3,0,"['5.10', '5.8', '5.12b', '5.10', '5.12+', '5.11', '5.9', '5.8', '5.12', '5.9', '5.9', '5.9', '5.10']",A0
Passport to the Sky,2.0,1,5.11,['Aid'],1500,13,,V,California,Valley S Side,2,0,"['5.10', '5.8', '5.12b', '5.10', '5.12+', '5.10b', '5.9', '5.8', '5.12', '5.9', '5.9', '5.9', '5.10']",A1
Bad Moon Rising,2.0,1,5.8,['Aid'],1500,14,,V,California,Valley S Side,5,0,"['5.10', '5.12b', '5.10', '5.12+', '5.10b', '5.11', '5.9', '5.8', '5.12', '5.9', '5.9', '5.9', '5.10']",A2
Southwest Face,3.0,34,5.9,['Aid'],1200,11,,V,California,Valley S Side,20,11,"['5.10', '5.8', '5.12b', '5.10', '5.12+', '5.10b', '5.11', '5.8', '5.12', '5.9', '5.9', '5.9', '5.10']",
Turkey Shoot,2.0,1,5.9,['Aid'],1600,14,,V,California,Valley S Side,0,0,"['5.10', '5.8', '5.12b', '5.10', '5.12+', '5.10b', '5.11', '5.8', '5.12', '5.9', '5.9', '5.9', '5.10']",A3
A Joint Adventure,2.0,1,5.10,['Aid'],1000,8,,V,California,Valley S Side,0,2,"['5.8', '5.12b', '5.10', '5.12+', '5.10b', '5.11', '5.9', '5.8', '5.12', '5.9', '5.9', '5.9', '5.10']",A3
Scarface,2.0,1,5.8,['Aid'],1500,13,,V,California,Valley S Side,3,0,"['5.10', '5.12b', '5.10', '5.12+', '5.10b', '5.11', '5.9', '5.8', '5.12', '5.9', '5.9', '5.9', '5.10']",A3
West Buttress route,2.0,1,5.10,['Aid'],1500,14,,V,California,Valley S Side,0,0,"['5.8', '5.12b', '5.10', '5.12+', '5.10b', '5.11', '5.9', '5.8', '5.12', '5.9', '5.9', '5.9', '5.10']",A3
Stiff Upper Lip,3.0,1,5.9,"['Trad', 'Aid']",,11,,V,California,Valley S Side,3,0,"['5.10', '5.8', '5.12b', '5.10', '5.12+', '5.10b', '5.11', '5.8', '5.12', '5.9', '5.9', '5.9', '5.10']",A3+
Direct Southwest Face route,2.0,1,5.10,['Aid'],1500,14,,VI,California,Valley S Side,0,0,"['5.8', '5.12b', '5.10', '5.12+', '5.10b', '5.11', '5.9', '5.8', '5.12', '5.9', '5.9', '5.9', '5.10']",A3+
The Patriot Act,2.0,1,5.9,['Aid'],1500,13,,VI,California,Valley S Side,6,0,"['5.10', '5.8', '5.12b', '5.10', '5.12+', '5.10b', '5.11', '5.8', '5.12', '5.9', '5.9', '5.9', '5.10']",A3+
Steel on Steel Wall,2.5,2,5.10,"['Trad', 'Aid']",,12,,VI,California,Valley S Side,1,0,"['5.8', '5.12b', '5.10', '5.12+', '5.10b', '5.11', '5.9', '5.8', '5.12', '5.9', '5.9', '5.9', '5.10']",
Wild World,4.0,1,5.10,['Aid'],1500,12,,VI,California,Valley S Side,1,0,"['5.8', '5.12b', '5.10', '5.12+', '5.10b', '5.11', '5.9', '5.8', '5.12', '5.9', '5.9', '5.9', '5.10']",
Whiskers,3.0,1,5.11d,"['Trad', 'Aid']",120,1,,,California,Valley S Side,1,0,"['5.9', '5.8', '5.10a', '5.10a', '5.11b', '5.9', '5.10+', '5.10b', '5.10d', '5.10+', '5.10c', '5.6', '5.8', '5.7', '5.10+', '5.11a', '5.9', '5.11c', '5.9', '5.8', '5.10b/c', '5.10-', '5.9', '5.10d', '5.11a/b', '5.10d']",A0
Voodoo Child,2.0,1,5.8,"['Trad', 'Aid']",400,4,,V,California,Valley S Side,2,2,"['5.9', '5.10b', '5.12-']",
Thugz Mansion,3.0,1,5.10b,"['Trad', 'Aid']",1100,10,,V,California,Valley S Side,10,4,"['5.9', '5.12-', '5.8']",A2
Runaway Train,3.0,1,5.9,"['Trad', 'Aid']",900,7,,V,California,Valley S Side,6,0,"['5.10b', '5.12-', '5.8']",A3+
Call of the Yeti,2.5,2,5.8,"['Trad', 'Aid']",1300,9,,V,California,Valley S Side,0,2,"['5.7', '5.5', '5.12']",A2+
Blood & Coin,3.0,2,5.7,"['Trad', 'Aid']",1200,10,,V,California,Valley S Side,2,2,"['5.8', '5.5', '5.12']",A3-
Prowd,2.0,1,5.5,['Aid'],,6,,,California,Valley S Side,1,0,"['5.7', '5.8', '5.12']",A3
Wet Denim Daydream,3.5,21,5.7,['Aid'],1000,10,PG13,V,California,Leaning Tower Area,5,6,"['5.6', '5.7', '5.13-', '5.7']",
Roulette,4.0,2,5.6,"['Trad', 'Aid']",900,8,PG13,VI,California,Leaning Tower Area,2,0,"['5.7', '5.7', '5.13-', '5.7']",A3+
Jesus Built My Hotrod,3.0,1,5.7,"['Trad', 'Aid']",1000,9,,V,California,Leaning Tower Area,20,0,"['5.6', '5.7', '5.13-', '5.7']",A4
Resisting Arrest,1.0,1,5.9,"['Trad', 'Aid']",700,5,,,California,Leaning Tower B…,1,0,['5.12a'],A3
Make It So,4.0,1,5.8,"['Trad', 'Aid']",,8,,V,California,Leaning Tower Area,5,0,"['5.11b', '5.11-', '5.13a', '5.13a/b', '5.12b/c', '5.11c']",A4
Direct Northwest Face,3.3,3,5.7,"['Trad', 'Aid']",2000,14,,VI,California,Valley S Side,8,2,[],A3
Practice Nailing Route,2.0,1,5.7,"['Trad', 'Aid']",60,1,,,California,Southwest Base,1,1,"['5.9', '5.5', '5.7', '5.11a', '5.11b', '5.11a', '5.10b', '5.9', '5.10a', '5.11b', '5.10d', '5.10b', '5.10a']",
El Cap Tree,2.6,14,5.7,"['Trad', 'Aid']",400,5,,II,California,1. Base Routes,4,4,"['5.11a', '5.7', '5.4', '5.8+', '5.10b', '5.11a', '5.9', '5.13b']",
Ready to Go VI A6,4.0,1,5.8,"['Trad', 'Aid']",,17,X,VI,California,B. El Capitan,2,5,"['5.10', '5.11', '5.13a', '5.13a', '5.9', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",A0+
Lurking Fear,3.5,134,5.7,"['Trad', 'Aid']",2000,19,,VI,California,B. El Capitan,53,17,"['5.8', '5.10', '5.11', '5.13a', '5.13a', '5.9', '5.13b', 'V10', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",
Salathe Wall,4.0,133,5.9,"['Trad', 'Aid']",3500,35,,VI,California,B. El Capitan,66,23,"['5.8', '5.10', '5.11', '5.13a', '5.13a', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",
Triple Direct,3.6,48,5.9,"['Trad', 'Aid']",3200,35,,VI,California,B. El Capitan,12,11,"['5.8', '5.10', '5.11', '5.13a', '5.13a', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",
The Nose,4.0,431,5.9,"['Trad', 'Aid']",3000,31,,VI,California,B. El Capitan,116,64,"['5.8', '5.10', '5.11', '5.13a', '5.13a', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",
Dihedral Wall,3.0,2,5.8,"['Trad', 'Aid']",3300,26,,VI,California,B. El Capitan,3,0,"['5.10', '5.11', '5.13a', '5.13a', '5.9', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",A2
Grape Race,2.3,3,5.9,"['Trad', 'Aid']",1500,12,,V,California,B. El Capitan,1,0,"['5.8', '5.10', '5.11', '5.13a', '5.13a', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",A2+
Muir Wall,3.9,22,5.10,"['Trad', 'Aid']",2900,33,,VI,California,B. El Capitan,20,5,"['5.8', '5.11', '5.13a', '5.13a', '5.9', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",A2+
Squeeze Play,3.2,5,5.9,['Aid'],1700,18,,VI,California,B. El Capitan,0,1,"['5.8', '5.10', '5.11', '5.13a', '5.13a', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",A3
Magic Mushroom,4.0,1,5.14a,"['Trad', 'Aid']",2900,31,,VI,California,B. El Capitan,7,0,"['5.8', '5.10', '5.11', '5.13a', '5.13a', '5.9', '5.13b', 'V10', '5.7', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",A3
Never Never Land,3.3,9,5.9,['Aid'],2000,20,,VI,California,B. El Capitan,4,4,"['5.8', '5.10', '5.11', '5.13a', '5.13a', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",A3
The Shield,3.9,41,5.8,"['Trad', 'Aid']",2900,30,PG13,V,California,B. El Capitan,17,12,"['5.10', '5.11', '5.13a', '5.13a', '5.9', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",A3
Wings of Steel,3.0,1,5.10+,"['Trad', 'Aid']",2000,13,R,VI,California,B. El Capitan,4,4,"['5.8', '5.10', '5.11', '5.13a', '5.13a', '5.9', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c']",A3+
Flight of the Albatross,3.0,2,5.10,"['Trad', 'Aid']",2900,28,,VI,California,B. El Capitan,4,0,"['5.8', '5.11', '5.13a', '5.13a', '5.9', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",A4
Mirage,3.0,1,5.9,"['Trad', 'Aid']",,1,,VI,California,B. El Capitan,4,0,"['5.8', '5.10', '5.11', '5.13a', '5.13a', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9+', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",A4
Quo Vadis,4.0,1,5.9+,"['Trad', 'Aid']",3000,22,,VI,California,B. El Capitan,4,3,"['5.8', '5.10', '5.11', '5.13a', '5.13a', '5.9', '5.13b', 'V10', '5.7', '5.14a', '5.9', '5.13', '5.10', '5.9', '5.9', '5.9', '5.8', '5.9', '5.9', '5.11c', '5.10+']",A4+
Wall of Early Morning Light,3.3,3,5.9,"['Trad', 'Aid']",2800,24,,VI,California,B. El Capitan,2,0,"['5.10', '5.14c', '5.8', '5.10', '5.10a', '5.7', '5.9+', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",A2+
North America Wall,3.7,21,5.8,['Aid'],2400,28,,VI,California,B. El Capitan,7,7,"['5.10', '5.14c', '5.10', '5.10a', '5.7', '5.9+', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",
Zodiac,3.9,118,5.10,['Aid'],1800,16,,VI,California,B. El Capitan,38,16,"['5.14c', '5.8', '5.10', '5.10a', '5.7', '5.9+', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",
Eagle's Way,3.5,6,5.8,"['Trad', 'Aid']",1700,14,,VI,California,B. El Capitan,5,2,"['5.10', '5.14c', '5.10', '5.10a', '5.7', '5.9+', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",A3
New Dawn,3.0,5,5.8+,"['Trad', 'Aid']",2500,25,,VI,California,B. El Capitan,3,10,"['5.10', '5.14c', '5.8', '5.10', '5.10a', '5.7', '5.9+', '5.9', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",A3
Virginia,3.0,7,5.8,['Aid'],700,7,,VI,California,B. El Capitan,1,3,"['5.10', '5.14c', '5.10', '5.10a', '5.7', '5.9+', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",A3
Mescalito,3.8,39,5.9+,"['Trad', 'Aid']",2800,26,,VI,California,B. El Capitan,34,12,"['5.10', '5.14c', '5.8', '5.10', '5.10a', '5.7', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",A3
Tangerine Trip,3.0,36,5.9,['Aid'],2500,18,,VI,California,B. El Capitan,6,9,"['5.10', '5.14c', '5.8', '5.10', '5.10a', '5.7', '5.9+', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",
Native Son,4.0,3,5.9,['Aid'],2300,17,,VI,California,B. El Capitan,1,2,"['5.10', '5.14c', '5.8', '5.10', '5.10a', '5.7', '5.9+', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",A3+
Zenyatta Mondatta,3.8,11,5.10,['Aid'],1800,16,,VI,California,B. El Capitan,7,6,"['5.14c', '5.8', '5.10', '5.10a', '5.7', '5.9+', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",
South Seas,4.0,5,5.9,"['Trad', 'Aid']",2500,23,,VI,California,B. El Capitan,6,0,"['5.10', '5.14c', '5.8', '5.10', '5.10a', '5.7', '5.9+', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",A3+
Tribal Rite,4.0,6,5.8,"['Trad', 'Aid']",3000,29,,VI,California,B. El Capitan,6,0,"['5.10', '5.14c', '5.10', '5.10a', '5.7', '5.9+', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",A3+
Lunar Eclipse,3.5,2,5.7,"['Trad', 'Aid']",2200,18,PG13,VI,California,B. El Capitan,0,0,"['5.10', '5.14c', '5.8', '5.10', '5.10a', '5.9+', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",A4-
The Shortest Straw,3.6,7,5.10,['Aid'],1800,15,,VI,California,B. El Capitan,4,1,"['5.14c', '5.8', '5.10', '5.10a', '5.7', '5.9+', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",
Lost in America,3.7,3,5.10a,"['Trad', 'Aid']",1835,16,,VI,California,B. El Capitan,3,1,"['5.10', '5.14c', '5.8', '5.10', '5.7', '5.9+', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",A4-
Scorched Earth,4.0,2,5.8,"['Trad', 'Aid']",1800,15,PG13,VI,California,B. El Capitan,0,2,"['5.10', '5.14c', '5.10', '5.10a', '5.7', '5.9+', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",A4
Ephemeron,4.0,1,5.10,"['Trad', 'Aid']",3000,22,,VI,California,B. El Capitan,7,1,"['5.14c', '5.8', '5.10', '5.10a', '5.7', '5.9+', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",A4
Born Under A Bad Sign,3.3,3,5.10,"['Trad', 'Aid']",2000,14,,,California,B. El Capitan,1,1,"['5.14c', '5.8', '5.10', '5.10a', '5.7', '5.9+', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",A5
Hamas Fights For Freedom,2.3,3,5.10,['Aid'],,21,,VI,California,B. El Capitan,1,7,"['5.14c', '5.8', '5.10', '5.10a', '5.7', '5.9+', '5.9', '5.8+', '5.8', '5.8', '5.9', '5.9', '5.8', '5.8', '5.9']",
South Face,3.8,16,5.9,"['Trad', 'Aid']",2200,18,PG13,V,California,Valley N Side,4,3,"['5.11a', '5.12']",
Southern Man,2.5,13,5.10a,"['Trad', 'Aid']",800,8,,II,California,Valley N Side,3,5,"['5.11c', '5.9', '5.8', '5.10b/c', '5.8', '5.10c', '5.11a', '5.8', '5.8', '5.8', '5.8', '5.8']",A1-2
The Prow,3.6,125,5.8,"['Trad', 'Aid']",1200,12,,V,California,Valley N Side,41,14,"['5.11c', '5.9', '5.10b/c', '5.8', '5.10c', '5.11a', '5.8', '5.8', '5.8', '5.8', '5.10a', '5.8']",
Skull Queen,3.0,39,5.8,"['Trad', 'Aid']",1200,12,,V,California,Valley N Side,14,5,"['5.11c', '5.9', '5.10b/c', '5.8', '5.10c', '5.11a', '5.8', '5.8', '5.8', '5.8', '5.10a', '5.8']",
Mideast Crisis,3.0,4,5.8,"['Trad', 'Aid']",,13,,V,California,Valley N Side,3,2,"['5.11c', '5.9', '5.10b/c', '5.8', '5.10c', '5.11a', '5.8', '5.8', '5.8', '5.8', '5.10a', '5.8']",A2
Ten Days After,3.0,6,5.8,"['Trad', 'Aid']",1100,13,,V,California,Valley N Side,0,4,"['5.11c', '5.9', '5.10b/c', '5.8', '5.10c', '5.11a', '5.8', '5.8', '5.8', '5.8', '5.10a', '5.8']",
The Re-Animator,3.0,1,5.8,['Aid'],1200,11,,VI,California,Valley N Side,0,0,"['5.11c', '5.9', '5.10b/c', '5.8', '5.10c', '5.11a', '5.8', '5.8', '5.8', '5.8', '5.10a', '5.8']",A3+
Electric Ladyland,3.7,3,5.8,['Aid'],1200,12,,V,California,Valley N Side,3,2,"['5.11c', '5.9', '5.10b/c', '5.8', '5.10c', '5.11a', '5.8', '5.8', '5.8', '5.8', '5.10a', '5.8']",A3+
Bishop's Balcony,1.8,4,5.11c,['Aid'],,1,PG13,,California,Valley N Side,4,4,"['5.4', '5.8', '5.11a', '5.9', '5.10d', '5.7', '5.8', '5.8', '5.10-', '5.10a', '5.11b', '5.10d', '5.10c', '5.10b', '5.11b', '5.12a', '5.5', 'V-easy', '5.10a', '5.10a', '5.7', '5.10c', '5.7', '5.5', '5.11a']",A1
More Balls Than Brains,2.9,23,5.11c,"['TR', 'Aid']",60,1,PG13,,California,Valley N Side,4,5,"['5.4', '5.8', '5.11a', '5.9', '5.10d', '5.7', '5.8', '5.8', '5.10-', '5.10a', '5.11b', '5.10d', '5.10c', '5.10b', '5.11b', '5.12a', '5.5', 'V-easy', '5.10a', '5.10a', '5.7', '5.10c', '5.7', '5.5', '5.11a']",A3
Lost Arrow Tip,3.8,109,5.7,"['Trad', 'Aid']",250,2,,III,California,E Yosemite Fall…,41,14,"['5.10a', '5.8']",
Lost Arrow Spire Direct,3.7,25,5.8,"['Trad', 'Aid']",1400,16,,,California,E Yosemite Fall…,7,8,"['5.10a', '5.7']",
Misty Wall (with free variation finishing on Escape from Tora Bora),3.0,1,5.10+,"['Trad', 'Aid']",1600,12,PG13,V,California,E Yosemite Fall…,4,1,"['5.10a', '5.11', '5.11c']",A2
Drain Bamage,3.0,1,5.11,"['Trad', 'Aid']",,14,,VI,California,E Yosemite Fall…,3,0,"['5.10a', '5.11c', '5.10+']",A4
The Silent Line,3.4,36,5.10+,"['Trad', 'Aid']",1000,8,,IV,California,A. Ribbon Falls…,8,17,"['5.7', '5.12a', '5.9', '5.10a', '5.10', '5.9', '5.7', '5.6']",
Gold Rush,1.5,2,5.9,"['Trad', 'Aid']",500,5,,,California,A. Ribbon Falls…,0,0,"['5.7', '5.12a', '5.10a', '5.10', '5.9', '5.7', '5.10+', '5.6']",A2-
Resist!,4.0,1,5.7,"['Trad', 'Aid']",1100,8,,V,California,A. Ribbon Falls…,8,2,"['5.12a', '5.9', '5.10a', '5.10', '5.9', '5.7', '5.10+', '5.6']",A2+
Gold Wall,3.3,3,5.10a,['Aid'],1200,1,PG13,,California,A. Ribbon Falls…,13,0,"['5.7', '5.12a', '5.9', '5.10', '5.9', '5.7', '5.10+', '5.6']",
Spaghetti Western,3.0,1,5.6,"['Trad', 'Aid']",1100,9,,V,California,A. Ribbon Falls…,7,1,"['5.7', '5.12a', '5.9', '5.10a', '5.10', '5.9', '5.7', '5.10+']",A3
Laughing at the Void,3.6,7,5.9,['Aid'],1000,6,,V,California,A. Ribbon Falls…,2,6,"['5.7', '5.12a', '5.10a', '5.10', '5.9', '5.7', '5.10+', '5.6']",
Direct Action,4.0,1,5.7,"['Trad', 'Aid']",1150,7,,,California,A. Ribbon Falls…,8,0,"['5.12a', '5.9', '5.10a', '5.10', '5.9', '5.7', '5.10+', '5.6']",A4
Blue Collar,4.0,1,5.10a,"['Trad', 'Aid']",1200,9,,V,California,A. Ribbon Falls…,13,2,[],
Left Side of the Folly,3.0,1,5.9,"['Trad', 'Aid']",900,6,,,California,D. Camp 4 Area,1,1,"['5.11a', '5.10d']",
Good Ol' Boy,1.0,1,5.9,"['Trad', 'Aid']",1500,12,,,California,D. Camp 4 Area,0,1,"['5.10d', '5.10c', '5.8', '5.9', '5.9', '5.10a', '5.10c', '5.9', '5.10', '5.9', '5.11d', '5.10a', '5.8', '5.10c']",A2
Super Visor,3.0,3,5.10a,"['Sport', 'Aid']",420,5,,IV,California,Royal Arches,1,0,"['5.11', '5.11a', '5.10c/d', '5.10d', '5.10b', '5.10c', '5.10a', '5.11d', '5.10b', '5.11c', '5.10b', '5.10a/b', '5.7', '5.10b/c', '5.9', '5.12+', '5.10a', '5.10a/b', '5.11a', 'Easy 5th', '5.5', '5.10c', '5.10a']",A0
Bulging Puke,3.0,2,5.9,"['Trad', 'Aid']",1400,12,,V,California,Royal Arches,2,2,"['5.10d', '5.10a', '5.8', '5.11a', '5.10c', '5.10d', '5.12c', '5.8', '5.10b', '5.10d', '5.10d', '5.11a']",A2+
Will Power Tower,1.0,1,5.8,"['Trad', 'Aid']",350,3,R,,California,Wawona Wall,5,0,[],
California Coast,2.0,2,5.11a,['Aid'],100,1,PG13,,California,Patrick's Point SP,0,5,"['5.13a/b', '5.11+', '5.12a', '5.10b', '5.12b', '5.10d']",A2
Mussel Crack,1.0,2,5.12b,['Aid'],70,1,,,California,Patrick's Point SP,1,8,"['5.6', '5.13a', '5.12c/d', '5.12b', '5.11b']",
Grizzly Crack,3.5,2,5.10,"['Trad', 'Aid', 'Alpine']",600,5,PG13,III,California,Trinity Alps,5,6,[],
The Gargoyle,4.0,1,5.10-,"['Sport', 'Aid']",130,1,,,California,So-So Grotto,2,0,"['5.10b', '5.10d', '5.7', '5.10a', '5.10c', '5.11a']",
The North Face of Old Woman Statue,2.2,5,5.7,"['Trad', 'Aid']",90,2,,,California,High Desert,5,4,[],
n00b 2,1.0,1,5.6,"['Trad', 'Aid']",45,1,,,California,Johnson Valley…,1,0,"['5.8', '5.8+', '5.9']",A0
17,2.0,1,5.8,['Aid'],45,1,,,California,Johnson Valley…,6,1,"['5.8+', '5.6', '5.9']",
Dude's the Mack!,1.0,1,5.8,['Aid'],45,1,,,California,Johnson Valley…,1,0,"['5.8+', '5.6', '5.9']",
n00b,1.0,2,5.8+,"['Trad', 'Aid']",65,1,,,California,Johnson Valley…,0,1,"['5.8', '5.6', '5.9']",A0
Unknown 3,3.0,1,5.10-,"['Sport', 'Aid', 'Boulder']",50,1,,,California,Downtown,0,1,"['5.9', '5.11+', 'V3-4', '5.11']",A0
Finger Games,2.5,2,5.10c,"['Trad', 'TR', 'Aid']",25,1,,,California,Gathering Wall,0,0,"['5.11c', '5.9', '5.4', '5.6', '5.7+', '5.11a', '5.5']",
Corn Flake,2.0,1,5.5,['Aid'],60,1,,,California,Big Rock Area,1,0,"['5.8', '5.9', '5.10a', '5.7', '5.9', '5.8', '5.10a', '5.12-', '5.10a', '5.10b/c', '5.7', '5.9', '5.10c', '5.7+', '5.5', '5.7', '5.10b', '5.10b', '5.7', '5.10a', '5.9', '5.11a', '5.8', '5.8', '5.6', '5.6', '5.9+', '5.10a/b', '5.11a', '5.7', '5.9', '5.9', '5.10b', '5.10d', '5.9', '5.10c', '5.5', '5.4', '5.9', '5.10', '5.6', '5.7']",
Beanstalk,2.0,1,5.8,"['Trad', 'Aid']",60,1,,,California,Big Rock Area,1,0,"['5.5', '5.9', '5.10a', '5.7', '5.9', '5.8', '5.10a', '5.12-', '5.10a', '5.10b/c', '5.7', '5.9', '5.10c', '5.7+', '5.5', '5.7', '5.10b', '5.10b', '5.7', '5.10a', '5.9', '5.11a', '5.8', '5.8', '5.6', '5.6', '5.9+', '5.10a/b', '5.11a', '5.7', '5.9', '5.9', '5.10b', '5.10d', '5.9', '5.10c', '5.5', '5.4', '5.9', '5.10', '5.6', '5.7']",
Pucker Power,3.5,2,5.8,"['Trad', 'Aid']",150,2,,,California,(a) Slab City,0,0,"['5.11b', '5.10b', '5.10a', '5.10d', '5.11b', '5.10a', '5.10b', '5.11b', '5.11d', '5.10b', '5.8', '5.10c', '5.12b/c', '5.11a', '5.11d']",A3
A Major Concept,2.6,8,5.12a,"['Trad', 'Aid']",50,1,,,California,Cross Rock Area,2,6,['5.7'],
