name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade
Oak Blowout,2.0,1,V2,['Boulder'],15,1,,,California,Hemingway Boulders,2,0,"['V1', 'V-easy']",
Hemmingway Block,2.0,1,5.9,"['TR', 'Boulder']",10,1,,,California,Hemingway Boulders,1,0,['V-easy'],
Easy Sailing,1.0,2,V-easy,['Boulder'],15,1,,,California,Jimmy Cliff Area,0,0,"['V1', 'V0', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V3']",
Mellow Mood,1.0,1,V-easy,['Boulder'],15,1,,,California,Jimmy Cliff Area,0,0,"['V1', 'V0', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V3']",
Sun is Shining,1.0,4,V-easy,['Boulder'],11,1,,,California,Jimmy Cliff Area,1,0,"['V1', 'V0', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V3']",
Rita,1.3,3,V-easy,['Boulder'],15,1,,,California,Jimmy Cliff Area,2,0,"['V1', 'V0', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V3']",
Give Thanks and Praises,1.0,1,V0-,['Boulder'],15,1,,,California,Jimmy Cliff Area,0,0,"['V1', 'V-easy', 'V0', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V3']",
Jump Nyabinghi,1.5,2,V0-,['Boulder'],15,1,,,California,Jimmy Cliff Area,0,0,"['V1', 'V-easy', 'V0', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V3']",
Easy Skanking,2.0,1,V0,['Boulder'],12,1,,,California,Jimmy Cliff Area,0,0,"['V1', 'V-easy', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V3']",
Bob,1.5,4,V1,['Boulder'],11,1,,,California,Jimmy Cliff Area,2,0,"['V-easy', 'V0', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V3']",
Ziggy,1.5,2,V3,['Boulder'],12,1,,,California,Jimmy Cliff Area,2,0,"['V1', 'V-easy', 'V0', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy']",
Pinto,2.0,4,V-easy,['Boulder'],15,1,,,California,Jimmy Cliff Area,1,0,"['V1', 'V-easy', 'V2', 'V0-', 'V5']",
Brindle,1.7,3,V-easy,['Boulder'],11,1,,,California,Jimmy Cliff Area,1,0,"['V1', 'V-easy', 'V2', 'V0-', 'V5']",
Sorrel,1.3,3,V0-,['Boulder'],15,1,,,California,Jimmy Cliff Area,1,0,"['V-easy', 'V1', 'V-easy', 'V2', 'V5']",
Palomino,1.0,1,V1,['Boulder'],13,1,,,California,Jimmy Cliff Area,1,0,"['V-easy', 'V-easy', 'V2', 'V0-', 'V5']",
Rabicano,2.0,1,V2,['Boulder'],14,1,,,California,Jimmy Cliff Area,1,0,"['V-easy', 'V1', 'V-easy', 'V0-', 'V5']",
Spleef,1.0,2,V5,['Boulder'],10,1,,,California,Jimmy Cliff Area,1,1,"['V-easy', 'V1', 'V-easy', 'V2', 'V0-']",
Unspeakable,0.0,1,V0,['Boulder'],10,1,,,California,Jimmy Cliff Area,0,0,['V3'],
Unmentionable,2.0,1,V3,['Boulder'],15,1,,,California,Jimmy Cliff Area,2,0,['V0'],
Footprints,2.0,4,V-easy,['Boulder'],12,1,,,California,Jimmy Cliff Area,2,0,"['V1+', 'V4', 'V2', 'V-easy', 'V0+', 'V-easy', 'V1', 'V0+', 'V-easy']",
Give Thanx,2.3,3,V-easy,['Boulder'],15,1,,,California,Jimmy Cliff Area,1,0,"['V1+', 'V4', 'V2', 'V-easy', 'V0+', 'V-easy', 'V1', 'V0+', 'V-easy']",
Hello Sunshine,1.0,2,V-easy,['Boulder'],8,1,,,California,Jimmy Cliff Area,1,0,"['V1+', 'V4', 'V2', 'V-easy', 'V0+', 'V-easy', 'V1', 'V0+', 'V-easy']",
"Wonderful World, Beautiful People",1.3,3,V-easy,['Boulder'],12,1,,,California,Jimmy Cliff Area,1,0,"['V1+', 'V4', 'V2', 'V-easy', 'V0+', 'V-easy', 'V1', 'V0+', 'V-easy']",
Hanging Fire,1.5,2,V0+,['Boulder'],10,1,,,California,Jimmy Cliff Area,2,0,"['V1+', 'V4', 'V2', 'V-easy', 'V-easy', 'V-easy', 'V1', 'V0+', 'V-easy']",
Struggling Man,2.0,1,V0+,['Boulder'],15,1,,,California,Jimmy Cliff Area,1,0,"['V1+', 'V4', 'V2', 'V-easy', 'V-easy', 'V-easy', 'V1', 'V0+', 'V-easy']",
Many Rivers to Cross,2.0,2,V1,['Boulder'],15,1,,,California,Jimmy Cliff Area,3,0,"['V1+', 'V4', 'V2', 'V-easy', 'V-easy', 'V0+', 'V-easy', 'V0+', 'V-easy']",
Bongo Man,1.7,3,V1+,['Boulder'],15,1,,,California,Jimmy Cliff Area,1,0,"['V4', 'V2', 'V-easy', 'V-easy', 'V0+', 'V-easy', 'V1', 'V0+', 'V-easy']",
Flatface Left,2.0,1,V2,['Boulder'],12,1,,,California,Jimmy Cliff Area,2,0,"['V1+', 'V4', 'V-easy', 'V-easy', 'V0+', 'V-easy', 'V1', 'V0+', 'V-easy']",
Flatface,2.0,1,V4,['Boulder'],12,1,,,California,Jimmy Cliff Area,2,0,"['V1+', 'V2', 'V-easy', 'V-easy', 'V0+', 'V-easy', 'V1', 'V0+', 'V-easy']",
Dummy Up,2.0,4,V2,['Boulder'],20,1,,,California,Jimmy Cliff Area,1,2,"['V4', 'V4']",
Penguins in Bondage,3.2,6,V4,['Boulder'],20,1,,,California,Jimmy Cliff Area,3,1,"['V2', 'V4']",
Burnt Weenie Sandwich,2.0,1,V4,['Boulder'],20,1,,,California,Jimmy Cliff Area,1,0,"['V2', 'V4']",
Dysfunction,1.0,1,V1,['Boulder'],10,1,,,California,Jimmy Cliff Area,2,0,[],
Aiguille de Ankle Breaker,2.0,2,V2,['Boulder'],15,1,,,California,Jimmy Cliff Area,1,0,[],
Use What I Got,3.0,2,V2,['Boulder'],15,1,,,California,Jimmy Cliff Area,4,1,[],
Humanitarian,1.0,1,V-easy,['Boulder'],12,1,,,California,Jimmy Cliff Area,1,0,[],
Bandulo,1.0,1,V0-,['Boulder'],12,1,,,California,Jimmy Cliff Area,3,0,[],
Doctor Brown,2.0,2,V10,['Boulder'],13,1,,,California,Jimmy Cliff Area,2,1,[],
The Bardini Arete,1.2,5,V0+,['Boulder'],10,1,,,California,Blas Beemer Area,1,0,"['V2', 'V4']",
The Bardini Crack (aka: Blas Beemer),2.7,28,V2,['Boulder'],15,1,,,California,Blas Beemer Area,2,1,"['V0+', 'V4']",
Bardini Crack (Sit),2.8,4,V4,['Boulder'],12,1,,,California,Blas Beemer Area,1,0,"['V0+', 'V2']",
Cornholio,1.5,2,V2+,['Boulder'],12,1,,,California,Blas Beemer Area,1,0,[],
Bandini Mountain,1.0,2,V3,['Boulder'],20,1,,,California,Blas Beemer Area,1,0,[],
Unnamed .7,1.0,2,V-easy,['Boulder'],10,1,,,California,Lost Horse Boul…,1,0,"['V3', 'V-easy', 'V-easy', 'V5', 'V2', 'V2']",
Un-named .7,1.0,1,V-easy,['Boulder'],,1,,,California,Lost Horse Boul…,0,0,"['V3', 'V-easy', 'V-easy', 'V5', 'V2', 'V2']",
Yabaho Right,1.0,1,V2,['Boulder'],15,1,,,California,Lost Horse Boul…,1,0,"['V3', 'V-easy', 'V-easy', 'V-easy', 'V5', 'V2']",
Yabo Nation,0.0,0,V2,['Boulder'],12,1,,,California,Lost Horse Boul…,1,0,"['V3', 'V-easy', 'V-easy', 'V-easy', 'V5', 'V2']",
Dinky Doinks,0.0,0,V3,['Boulder'],12,1,,,California,Lost Horse Boul…,1,0,"['V-easy', 'V-easy', 'V-easy', 'V5', 'V2', 'V2']",
Yabaho Dyno,2.0,1,V5,['Boulder'],15,1,,,California,Lost Horse Boul…,1,0,"['V3', 'V-easy', 'V-easy', 'V-easy', 'V2', 'V2']",
Corned Beef Hash,1.9,9,V-easy,['Boulder'],13,1,,,California,Lost Horse Boul…,1,0,"['V-easy', 'V-easy', 'V0', 'V-easy', 'V0-', 'V-easy']",
Chitlins,1.8,9,V-easy,['Boulder'],15,1,,,California,Lost Horse Boul…,1,0,"['V-easy', 'V-easy', 'V0', 'V-easy', 'V0-', 'V-easy']",
Blue Plate Special,1.8,8,V-easy,['Boulder'],20,1,,,California,Lost Horse Boul…,1,0,"['V-easy', 'V-easy', 'V0', 'V-easy', 'V0-', 'V-easy']",
Mel's Traverse,2.0,12,V-easy,['Boulder'],30,1,,,California,Lost Horse Boul…,1,1,"['V-easy', 'V-easy', 'V0', 'V-easy', 'V0-', 'V-easy']",
Pork Rinds,1.7,9,V-easy,['Boulder'],,1,,,California,Lost Horse Boul…,1,0,"['V-easy', 'V-easy', 'V0', 'V-easy', 'V0-', 'V-easy']",
Pickled Pigs Feet,2.2,10,V0-,['Boulder'],16,1,,,California,Lost Horse Boul…,1,0,"['V-easy', 'V-easy', 'V-easy', 'V0', 'V-easy', 'V-easy']",
Flo,2.3,7,V0,['Boulder'],13,1,,,California,Lost Horse Boul…,1,0,"['V-easy', 'V-easy', 'V-easy', 'V-easy', 'V0-', 'V-easy']",
Arete,1.0,1,V-easy,['Boulder'],8,1,,,California,Lost Horse Boul…,1,0,"['V0+', 'V-easy', 'V4']",
Unknown V4,2.0,1,V4,['Boulder'],10,1,,,California,Lost Horse Boul…,1,0,"['V-easy', 'V0+', 'V-easy']",
The Womb,1.0,3,V-easy,['Boulder'],10,1,,,California,Indian Cove CG,3,0,"['V3', 'V3', 'V1', 'V1', 'V0-', 'V-easy', 'V6', 'V0-', 'V0', 'V-easy']",
Pixie Slab Center,1.2,14,V-easy,['Boulder'],10,1,,,California,Indian Cove CG,1,0,"['V3', 'V3', 'V1', 'V1', 'V0-', 'V-easy', 'V6', 'V0-', 'V0', 'V-easy']",
Pixie Slab Right,1.2,11,V-easy,['Boulder'],10,1,,,California,Indian Cove CG,2,0,"['V3', 'V3', 'V1', 'V1', 'V0-', 'V-easy', 'V6', 'V0-', 'V0', 'V-easy']",
Pixie Slab Left,1.2,13,V0-,['Boulder'],10,1,,,California,Indian Cove CG,1,0,"['V3', 'V3', 'V1', 'V1', 'V-easy', 'V-easy', 'V6', 'V0-', 'V0', 'V-easy']",
Traverse Reverse Traverse,2.0,4,V0-,['Boulder'],,1,,,California,Indian Cove CG,0,0,"['V3', 'V3', 'V1', 'V1', 'V-easy', 'V-easy', 'V6', 'V0-', 'V0', 'V-easy']",
Velouria,2.0,15,V0,['Boulder'],15,1,,,California,Indian Cove CG,2,0,"['V3', 'V3', 'V1', 'V1', 'V-easy', 'V0-', 'V-easy', 'V6', 'V0-', 'V-easy']",
Pixie Problem,1.5,6,V1,['Boulder'],9,1,,,California,Indian Cove CG,0,0,"['V3', 'V3', 'V1', 'V-easy', 'V0-', 'V-easy', 'V6', 'V0-', 'V0', 'V-easy']",
Pixie Dust,2.4,18,V1,['Boulder'],10,1,,,California,Indian Cove CG,4,0,"['V3', 'V3', 'V1', 'V-easy', 'V0-', 'V-easy', 'V6', 'V0-', 'V0', 'V-easy']",
Harzie,2.0,4,V3,['Boulder'],10,1,,,California,Indian Cove CG,1,0,"['V3', 'V1', 'V1', 'V-easy', 'V0-', 'V-easy', 'V6', 'V0-', 'V0', 'V-easy']",
Monkey Gone to Heaven,2.2,21,V3,['Boulder'],20,1,,,California,Indian Cove CG,7,0,"['V3', 'V1', 'V1', 'V-easy', 'V0-', 'V-easy', 'V6', 'V0-', 'V0', 'V-easy']",
Skimbles,2.3,14,V6,['Boulder'],15,1,,,California,Indian Cove CG,2,4,"['V3', 'V3', 'V1', 'V1', 'V-easy', 'V0-', 'V-easy', 'V0-', 'V0', 'V-easy']",
Picnic,0.7,3,V-easy,['Boulder'],15,1,,,California,Indian Cove CG,1,0,"['V3', 'V-easy', 'V1', 'V2']",
Ant Line,1.0,2,V-easy,['Boulder'],15,1,,,California,Indian Cove CG,1,0,"['V3', 'V-easy', 'V1', 'V2']",
Try-Tip Sandwich,1.0,1,V1,['Boulder'],15,1,,,California,Indian Cove CG,2,0,"['V-easy', 'V3', 'V-easy', 'V2']",
Whole Lotta Nothing,2.0,1,V2,['Boulder'],15,1,,,California,Indian Cove CG,2,0,"['V-easy', 'V3', 'V-easy', 'V1']",
No Picnic,2.0,1,V3,['Boulder'],15,1,,,California,Indian Cove CG,3,0,"['V-easy', 'V-easy', 'V1', 'V2']",
Kindling,1.6,11,V-easy,['Boulder'],12,1,,,California,Indian Cove CG,1,0,"['V2', 'V3', 'V-easy', 'V3+', 'V-easy', 'V0-', 'V-easy']",
Fire Dance,1.2,6,V-easy,['Boulder'],12,1,,,California,Indian Cove CG,1,0,"['V2', 'V3', 'V-easy', 'V3+', 'V-easy', 'V0-', 'V-easy']",
South Face Right,1.8,10,V-easy,['Boulder'],12,1,,,California,Indian Cove CG,1,0,"['V2', 'V3', 'V-easy', 'V3+', 'V-easy', 'V0-', 'V-easy']",
South Face Center,1.4,7,V-easy,['Boulder'],12,1,,,California,Indian Cove CG,1,0,"['V2', 'V3', 'V-easy', 'V3+', 'V-easy', 'V0-', 'V-easy']",
South Face Left,1.6,5,V0-,['Boulder'],12,1,,,California,Indian Cove CG,1,0,"['V2', 'V-easy', 'V3', 'V-easy', 'V3+', 'V-easy', 'V-easy']",
Embers,1.4,5,V2,['Boulder'],12,1,,,California,Indian Cove CG,1,0,"['V-easy', 'V3', 'V-easy', 'V3+', 'V-easy', 'V0-', 'V-easy']",
